data,denominazione_regione,ricoverati_con_sintomi,terapia_intensiva,totale_ospedalizzati,isolamento_domiciliare,totale_positivi,dimessi_guariti,deceduti,totale_casi,ingressi_terapia_intensiva,variazione_totale_casi,variazione_deceduti,variazione_dimessi_guariti
2020-07-12,Campania,48,0,48,233,246,4095,432,4772,0.0,53,0,8
2020-07-19,Campania,51,1,52,260,294,4100,433,4827,0.0,55,1,6
2020-07-26,Campania,35,4,36,320,352,4126,434,4912,0.0,85,1,26
2020-08-02,Campania,49,6,55,381,408,4180,435,5016,0.0,104,1,54
2020-08-09,Campania,47,2,49,364,397,4251,438,5077,0.0,61,3,71
2020-08-16,Campania,47,2,48,489,533,4305,440,5278,0.0,201,2,54
2020-08-23,Campania,66,2,68,862,925,4356,441,5722,0.0,444,1,51
2020-08-30,Campania,121,5,126,1911,2025,4412,445,6882,0.0,1160,4,56
2020-09-06,Campania,221,7,228,2714,2942,4478,448,7868,0.0,986,3,66
2020-09-13,Campania,271,19,290,3651,3941,4733,451,9125,0.0,1257,3,255
2020-09-20,Campania,344,22,366,4309,4675,5129,456,10260,0.0,1135,5,396
2020-09-27,Campania,400,30,430,5160,5590,5824,460,11874,0.0,1614,4,695
2020-10-04,Campania,450,41,491,6909,7400,6472,465,14337,0.0,2463,5,648
2020-10-11,Campania,664,63,725,9969,10694,7357,479,18530,0.0,4193,14,885
2020-10-18,Campania,849,78,927,15938,16865,8453,501,25819,0.0,7289,22,1096
2020-10-25,Campania,1151,113,1264,27456,28720,9322,571,38613,0.0,12794,70,869
2020-11-01,Campania,1416,170,1586,45592,47178,11746,676,59600,0.0,20987,105,2424
2020-11-08,Campania,1817,227,2003,67649,69652,16441,826,86919,0.0,27319,150,4695
2020-11-15,Campania,2224,194,2418,85839,88257,21901,1029,111187,0.0,24268,203,5460
2020-11-22,Campania,2287,201,2481,101062,103481,31522,1270,136273,0.0,25086,241,9621
2020-11-29,Campania,2331,201,2532,102438,104786,47276,1631,153693,0.0,17420,361,15754
2020-12-06,Campania,2141,182,2323,102204,104527,62060,1990,165293,0.0,11600,359,14784
2020-12-13,Campania,1898,144,2038,98318,100295,78395,2310,173965,0.0,8672,320,16335
2020-12-20,Campania,1796,130,1926,90744,92670,94031,2571,180568,0.0,6603,261,15636
2020-12-27,Campania,1571,120,1691,81841,83532,103370,2686,186131,0.0,5563,115,9339
2021-01-03,Campania,1422,113,1520,77776,79296,111682,2911,192418,52.0,6287,225,8312
2021-01-10,Campania,1395,107,1495,76024,77497,121255,3128,199771,77.0,7353,217,9573
2021-01-17,Campania,1460,109,1554,73208,74717,130668,3370,207149,69.0,7378,242,9413
2021-01-24,Campania,1468,114,1565,71120,72662,147439,3598,214022,77.0,6873,228,16771
2021-01-31,Campania,1474,107,1572,62017,63589,156006,3757,222185,56.0,8163,159,8567
2021-02-07,Campania,1500,108,1607,63867,65472,162770,3891,232133,67.0,9948,134,6764
2021-02-14,Campania,1542,115,1652,67561,68994,169916,4006,242916,81.0,10783,115,7146
2021-02-21,Campania,1313,120,1423,69874,71294,177702,4120,253116,86.0,10200,114,7786
2021-02-28,Campania,1341,144,1471,75552,77023,186318,4278,267619,93.0,14503,158,8616
2021-03-07,Campania,1396,148,1541,88054,89595,191162,4464,285221,115.0,17602,186,4844
2021-03-14,Campania,1547,161,1697,95305,96995,201943,4684,303622,135.0,18401,220,10781
2021-03-21,Campania,1613,173,1786,99159,100895,213419,4897,318992,119.0,15370,213,11476
2021-03-28,Campania,1620,184,1791,97538,99329,230662,5207,332531,135.0,13539,310,17243
2021-04-04,Campania,1601,169,1770,93763,95533,247346,5516,345826,111.0,13295,309,16684
2021-04-11,Campania,1606,160,1763,90740,92498,259615,5774,357040,117.0,11214,258,12269
2021-04-18,Campania,1594,146,1730,90746,92421,272042,5952,370415,118.0,13375,178,12427
2021-04-25,Campania,1541,153,1686,90683,92331,284587,6210,383128,125.0,12713,258,12545
2021-05-02,Campania,1527,143,1668,90286,91885,297441,6416,395094,109.0,11966,206,12854
2021-05-09,Campania,1483,139,1622,88793,90415,312137,6636,404364,72.0,9270,220,14696
2021-05-16,Campania,1365,116,1478,83106,84584,325178,6816,411636,52.0,7272,180,13041
2021-05-23,Campania,1166,96,1261,77310,78571,336853,7074,415965,47.0,4329,258,11675
2021-05-30,Campania,916,83,999,70271,71270,344440,7191,418985,31.0,3020,117,7587
2021-06-06,Campania,703,62,765,65914,66679,350387,7242,421112,16.0,2127,51,5947
2021-06-13,Campania,566,43,609,62318,62927,355124,7337,422539,24.0,1427,95,4737
2021-06-20,Campania,379,24,403,59426,59829,405623,7386,423381,9.0,842,49,50499
2021-06-27,Campania,282,24,306,9892,10198,407593,7433,424027,8.0,646,47,1970
2021-07-04,Campania,218,23,239,8345,8584,409679,7504,424766,6.0,739,71,2086
2021-07-11,Campania,221,20,238,7314,7552,411495,7541,425917,7.0,1151,37,1816
2021-07-18,Campania,198,15,213,7016,7201,412468,7561,427230,5.0,1313,20,973
2021-07-25,Campania,189,13,200,8050,8241,413341,7579,429161,6.0,1931,18,873
2021-08-01,Campania,218,12,230,8466,8696,415150,7594,431440,7.0,2279,15,1809
2021-08-08,Campania,257,15,271,8230,8493,418561,7612,434666,10.0,3226,18,3411
2021-08-15,Campania,317,17,333,8847,9175,421431,7640,438246,17.0,3580,28,2870
2021-08-22,Campania,348,23,370,9175,9534,424350,7679,441563,21.0,3317,39,2919
2021-08-29,Campania,366,23,386,9263,9635,427776,7720,445120,15.0,3557,41,3426
2021-09-05,Campania,379,31,402,9015,9399,431280,7779,447947,26.0,2827,59,3504
2021-09-12,Campania,354,28,380,8182,8561,434538,7831,450673,19.0,2726,52,3258
2021-09-19,Campania,339,26,360,7678,8035,437301,7864,453170,15.0,2497,33,2763
2021-09-26,Campania,304,20,324,7501,7825,439913,7901,455360,13.0,2190,37,2612
2021-10-03,Campania,258,22,277,7025,7302,442583,7949,457322,12.0,1962,48,2670
2021-10-10,Campania,209,17,226,6446,6672,444699,7986,459082,6.0,1760,37,2116
2021-10-17,Campania,189,18,205,6077,6273,446667,8004,460944,11.0,1862,18,1968
2021-10-24,Campania,188,23,211,6910,7102,448299,8033,463434,20.0,2490,29,1632
2021-10-31,Campania,248,20,268,8709,8969,450186,8063,467218,10.0,3784,30,1887
2021-11-07,Campania,269,22,291,10503,10787,452454,8089,471330,13.0,4112,26,2268
2021-11-14,Campania,292,20,312,12226,12538,455894,8131,476563,27.0,5233,42,3440
2021-11-21,Campania,302,26,323,14152,14472,459698,8167,482337,23.0,5774,36,3804
2021-11-28,Campania,312,25,333,16474,16799,463941,8213,488953,21.0,6616,46,4243
2021-12-05,Campania,330,25,352,18808,19160,469481,8244,496885,18.0,7932,31,5540
2021-12-12,Campania,365,29,394,21176,21570,475432,8291,505293,32.0,8408,47,5951
2021-12-19,Campania,423,33,454,25577,26031,482715,8337,517083,28.0,11790,46,7283
2021-12-26,Campania,495,32,526,38201,38723,490779,8407,537909,29.0,20826,70,8064
2022-01-02,Campania,718,55,773,93605,94378,499490,8474,602342,54.0,64433,67,8711
2022-01-09,Campania,1031,76,1107,156652,157759,523120,8576,689455,80.0,87113,102,23630
2022-01-16,Campania,1278,88,1365,247841,249206,583831,8713,841750,97.0,152295,137,60711
2022-01-23,Campania,1384,101,1483,252630,254079,685511,8885,946789,90.0,105039,172,101680
2022-01-30,Campania,1404,102,1496,240790,242281,785060,9088,1026241,78.0,79452,203,99549
2022-02-06,Campania,1404,90,1492,226311,227803,873701,9330,1091239,83.0,64998,242,88641
2022-02-13,Campania,1351,82,1431,195374,196805,953371,9519,1139843,55.0,48604,189,79670
2022-02-20,Campania,1213,73,1286,168262,169548,1013472,9633,1177670,40.0,37827,114,60101
2022-02-27,Campania,984,55,1039,148342,149381,1020955,9654,1179990,6.0,2320,21,7483
2020-03-01,Emilia-Romagna,127,13,140,137,277,0,8,285,0.0,285,8,0
2020-03-08,Emilia-Romagna,542,75,617,480,1097,27,56,1180,0.0,895,48,27
2020-03-15,Emilia-Romagna,1215,169,1384,1357,2741,68,284,3093,0.0,1913,228,41
2020-03-22,Emilia-Romagna,2429,269,2698,3692,6390,349,816,7555,0.0,4462,532,281
2020-03-29,Emilia-Romagna,3769,333,4102,6433,10535,1141,1443,13119,0.0,5564,627,792
2020-04-05,Emilia-Romagna,3944,375,4310,8623,12837,2201,2051,17089,0.0,3970,608,1060
2020-04-12,Emilia-Romagna,3804,372,4176,9846,13672,3862,2564,20098,0.0,3009,513,1661
2020-04-19,Emilia-Romagna,3490,331,3821,10097,13818,5985,3023,22560,0.0,2462,459,2123
2020-04-26,Emilia-Romagna,3144,283,3427,10095,13522,8723,3386,24450,0.0,1890,363,2738
2020-05-03,Emilia-Romagna,2640,247,2887,9338,12225,13329,3642,26016,0.0,1566,256,4606
2020-05-10,Emilia-Romagna,1968,199,2167,6817,8984,15760,3845,26796,0.0,780,203,2431
2020-05-17,Emilia-Romagna,1537,141,1678,5362,7040,17603,3973,27232,0.0,436,128,1843
2020-05-24,Emilia-Romagna,708,105,813,4712,5525,19046,4055,27558,0.0,326,82,1443
2020-05-31,Emilia-Romagna,514,82,596,3763,4359,20513,4114,27790,0.0,232,59,1467
2020-06-07,Emilia-Romagna,383,54,437,2631,3068,21405,4175,27908,0.0,118,61,892
2020-06-14,Emilia-Romagna,239,31,270,2012,2282,22232,4204,28073,0.0,165,29,827
2020-06-21,Emilia-Romagna,188,13,201,1299,1500,22818,4231,28221,0.0,148,27,586
2020-06-28,Emilia-Romagna,129,12,141,1013,1154,23161,4253,28456,0.0,235,22,343
2020-07-05,Emilia-Romagna,111,12,123,941,1037,23340,4268,28637,0.0,181,15,179
2020-07-12,Emilia-Romagna,99,10,109,1077,1180,23491,4269,28940,0.0,303,1,151
2020-07-19,Emilia-Romagna,93,9,102,1177,1266,23638,4274,29178,0.0,238,5,147
2020-07-26,Emilia-Romagna,91,7,97,1365,1444,23793,4285,29522,0.0,344,11,155
2020-08-02,Emilia-Romagna,77,4,81,1468,1540,23943,4291,29774,0.0,252,6,150
2020-08-09,Emilia-Romagna,81,4,85,1675,1760,24066,4295,30121,0.0,347,4,123
2020-08-16,Emilia-Romagna,79,4,83,1786,1866,24178,4453,30436,0.0,315,158,112
2020-08-23,Emilia-Romagna,81,8,88,1949,2034,24425,4456,30915,0.0,479,3,247
2020-08-30,Emilia-Romagna,99,11,110,2758,2868,24478,4459,31805,0.0,890,3,53
2020-09-06,Emilia-Romagna,124,14,138,3232,3370,24794,4464,32628,0.0,823,5,316
2020-09-13,Emilia-Romagna,156,18,173,3766,3939,25096,4469,33504,0.0,876,5,302
2020-09-20,Emilia-Romagna,182,21,203,4341,4529,25335,4476,34340,0.0,836,7,239
2020-09-27,Emilia-Romagna,201,23,217,4500,4717,25864,4482,35028,0.0,688,6,529
2020-10-04,Emilia-Romagna,212,15,223,4731,4954,26482,4486,35922,0.0,894,4,618
2020-10-11,Emilia-Romagna,254,23,277,6072,6349,26837,4495,37681,0.0,1759,9,355
2020-10-18,Emilia-Romagna,439,67,506,8657,9163,27181,4515,40859,0.0,3178,20,344
2020-10-25,Emilia-Romagna,757,89,845,13983,14828,27345,4561,46734,0.0,5875,46,164
2020-11-01,Emilia-Romagna,1267,132,1399,23518,24917,28033,4647,57597,0.0,10863,86,688
2020-11-08,Emilia-Romagna,1836,194,2030,35822,37852,28740,4816,71408,0.0,13811,169,707
2020-11-15,Emilia-Romagna,2285,246,2531,50670,53201,30275,5044,88520,0.0,17112,228,1535
2020-11-22,Emilia-Romagna,2666,249,2915,64359,67274,33105,5350,105729,0.0,17209,306,2830
2020-11-29,Emilia-Romagna,2763,258,3012,69514,72526,45089,5714,121032,0.0,15303,364,11984
2020-12-06,Emilia-Romagna,2755,249,3004,68866,71842,59432,6162,133761,56.0,12729,448,14343
2020-12-13,Emilia-Romagna,2857,239,3090,66437,69481,73421,6572,144755,102.0,10994,410,13989
2020-12-20,Emilia-Romagna,2852,222,3053,61933,64986,87594,7083,155593,90.0,10838,511,14173
2020-12-27,Emilia-Romagna,2914,214,3117,58937,62054,100659,7493,166327,113.0,10734,410,13065
2021-01-03,Emilia-Romagna,2657,234,2891,55628,58506,113473,7887,177988,110.0,11661,394,12814
2021-01-10,Emilia-Romagna,2705,245,2942,56966,59908,122647,8337,190892,108.0,12904,450,9174
2021-01-17,Emilia-Romagna,2741,238,2979,58487,61466,138411,8746,201988,91.0,11096,409,15764
2021-01-24,Emilia-Romagna,2564,238,2802,51428,54230,149966,9119,210442,95.0,8454,373,11555
2021-01-31,Emilia-Romagna,2422,222,2644,48645,51289,162307,9476,218651,86.0,8209,357,12341
2021-02-07,Emilia-Romagna,2181,207,2388,44219,46607,173828,9837,226926,67.0,8275,361,11521
2021-02-14,Emilia-Romagna,2002,183,2185,40731,42884,187688,10126,235734,68.0,8808,289,13860
2021-02-21,Emilia-Romagna,1975,184,2150,35426,37570,199647,10345,246020,96.0,10286,219,11959
2021-02-28,Emilia-Romagna,2255,227,2482,40196,42678,207381,10543,260602,146.0,14582,198,7734
2021-03-07,Emilia-Romagna,2813,283,3096,51839,54935,213934,10777,279646,185.0,19044,234,6553
2021-03-14,Emilia-Romagna,3321,364,3685,62883,66568,221695,11076,299339,243.0,19693,299,7761
2021-03-21,Emilia-Romagna,3566,401,3962,70502,74464,231079,11424,316967,208.0,17628,348,9384
2021-03-28,Emilia-Romagna,3702,402,4092,70679,74771,246682,11737,331173,198.0,14206,313,15603
2021-04-04,Emilia-Romagna,3540,398,3938,69952,73890,258614,12113,342915,121.0,11742,376,11932
2021-04-11,Emilia-Romagna,3206,367,3573,68691,72206,271983,12380,350988,122.0,8073,267,13369
2021-04-18,Emilia-Romagna,2756,332,3088,63345,66433,281836,12608,358329,94.0,7341,228,9853
2021-04-25,Emilia-Romagna,2256,296,2552,60735,63287,301517,12784,364782,104.0,6453,176,19681
2021-05-02,Emilia-Romagna,1861,268,2129,46394,48523,316468,12906,371137,70.0,6355,122,14951
2021-05-09,Emilia-Romagna,1687,219,1906,40095,42001,329654,13010,376018,57.0,4881,104,13186
2021-05-16,Emilia-Romagna,1357,187,1544,29835,31379,343060,13088,379577,46.0,3559,78,13406
2021-05-23,Emilia-Romagna,1062,156,1218,21790,23008,349845,13146,382073,27.0,2496,58,6785
2021-05-30,Emilia-Romagna,763,123,886,17635,18521,354748,13183,383693,22.0,1620,37,4903
2021-06-06,Emilia-Romagna,530,100,630,14643,15273,360157,13209,384820,20.0,1127,26,5409
2021-06-13,Emilia-Romagna,404,72,476,10503,10962,364106,13233,385684,16.0,864,24,3949
2021-06-20,Emilia-Romagna,291,62,353,7665,8018,367429,13246,386265,5.0,581,13,3323
2021-06-27,Emilia-Romagna,223,37,260,4986,5246,369715,13257,386695,3.0,430,11,2286
2021-07-04,Emilia-Romagna,194,28,221,3253,3472,371191,13264,387048,4.0,353,7,1476
2021-07-11,Emilia-Romagna,164,22,185,2304,2489,372102,13268,387597,2.0,549,4,911
2021-07-18,Emilia-Romagna,151,15,165,2552,2706,372771,13268,388745,5.0,1148,0,669
2021-07-25,Emilia-Romagna,150,15,159,4674,4833,373316,13273,391422,8.0,2677,5,545
2021-08-01,Emilia-Romagna,223,17,240,7402,7642,374009,13283,394934,13.0,3512,10,693
2021-08-08,Emilia-Romagna,290,26,316,10321,10637,375136,13289,399062,17.0,4128,6,1127
2021-08-15,Emilia-Romagna,326,38,361,12787,13148,376702,13300,403150,29.0,4088,11,1566
2021-08-22,Emilia-Romagna,387,47,434,14035,14469,379103,13321,406893,32.0,3743,21,2401
2021-08-29,Emilia-Romagna,420,55,471,15558,16017,381523,13353,410893,25.0,4000,32,2420
2021-09-05,Emilia-Romagna,420,51,469,16194,16639,385576,13383,414548,26.0,3655,30,4053
2021-09-12,Emilia-Romagna,410,49,459,15199,15658,389354,13408,417795,15.0,3247,25,3778
2021-09-19,Emilia-Romagna,450,45,494,14483,14948,393598,13434,420461,21.0,2666,26,4244
2021-09-26,Emilia-Romagna,416,49,463,13508,13942,395251,13459,422652,24.0,2191,25,1653
2021-10-03,Emilia-Romagna,390,47,437,14027,14444,396751,13483,424678,15.0,2026,24,1500
2021-10-10,Emilia-Romagna,377,50,427,14633,14992,397929,13508,426429,13.0,1751,25,1178
2021-10-17,Emilia-Romagna,338,46,380,14680,15050,400140,13532,427870,10.0,1441,24,2211
2021-10-24,Emilia-Romagna,303,33,334,13350,13684,406154,13554,429737,12.0,1867,22,6014
2021-10-31,Emilia-Romagna,307,34,335,9166,9485,411250,13595,432274,16.0,2537,41,5096
2021-11-07,Emilia-Romagna,329,40,365,8093,8458,413222,13621,435301,20.0,3027,26,1972
2021-11-14,Emilia-Romagna,397,42,437,10152,10589,415272,13664,439525,27.0,4224,43,2050
2021-11-21,Emilia-Romagna,522,52,574,13540,14114,417654,13705,445473,36.0,5948,41,2382
2021-11-28,Emilia-Romagna,632,63,694,18776,19470,420386,13774,453630,48.0,8157,69,2732
2021-12-05,Emilia-Romagna,728,79,807,24526,25333,424281,13832,463446,51.0,9816,58,3895
2021-12-12,Emilia-Romagna,946,89,1031,31234,32265,428413,13907,474585,57.0,11139,75,4132
2021-12-19,Emilia-Romagna,1032,107,1135,40533,41668,433990,14007,489665,65.0,15080,100,5577
2021-12-26,Emilia-Romagna,1187,110,1294,53528,54822,439691,14146,508659,61.0,18994,139,5701
2022-01-02,Emilia-Romagna,1451,130,1581,95471,97052,446972,14239,558263,82.0,49604,93,7281
2022-01-09,Emilia-Romagna,1929,147,2076,197779,199855,462698,14378,676931,82.0,118668,139,15726
2022-01-16,Emilia-Romagna,2394,152,2543,300856,303399,487479,14556,805434,77.0,128503,178,24781
2022-01-23,Emilia-Romagna,2542,152,2694,365849,368543,550108,14771,933422,108.0,127988,215,62629
2022-01-30,Emilia-Romagna,2632,152,2783,398134,400893,646367,15052,1041847,86.0,108425,281,96259
2022-02-06,Emilia-Romagna,2701,154,2852,369329,372179,936175,15321,1107181,93.0,65334,269,289808
2022-02-13,Emilia-Romagna,2463,144,2607,135581,138188,1039078,15560,1144576,55.0,37395,239,102903
2022-02-20,Emilia-Romagna,2118,113,2231,79029,81260,1098468,15741,1167308,47.0,22732,181,59390
2022-02-27,Emilia-Romagna,1757,100,1857,46923,48780,1104882,15754,1169416,6.0,2108,13,6414
2020-03-01,Friuli Venezia Giulia,0,0,0,6,6,0,0,6,0.0,6,0,0
2020-03-08,Friuli Venezia Giulia,7,1,8,45,53,3,1,57,0.0,51,1,3
2020-03-15,Friuli Venezia Giulia,98,12,110,206,316,17,14,347,0.0,290,13,14
2020-03-22,Friuli Venezia Giulia,163,47,210,528,738,89,47,874,0.0,527,33,72
2020-03-29,Friuli Venezia Giulia,236,60,296,845,1141,241,98,1480,0.0,606,51,152
2020-04-05,Friuli Venezia Giulia,229,61,289,1128,1363,531,154,2048,0.0,568,56,290
2020-04-12,Friuli Venezia Giulia,189,46,235,1212,1415,910,195,2431,0.0,383,41,379
2020-04-19,Friuli Venezia Giulia,166,30,194,1257,1428,1415,225,2745,0.0,314,30,273
2020-04-26,Friuli Venezia Giulia,140,22,162,1168,1322,1556,264,2917,0.0,172,39,222
2020-05-03,Friuli Venezia Giulia,136,13,149,1115,1258,1688,297,3072,0.0,155,33,283
2020-05-10,Friuli Venezia Giulia,130,4,134,916,1050,1969,310,3130,0.0,58,13,281
2020-05-17,Friuli Venezia Giulia,149,3,151,731,830,2218,319,3191,0.0,61,9,249
2020-05-24,Friuli Venezia Giulia,81,3,84,537,621,2495,329,3236,0.0,45,10,277
2020-05-31,Friuli Venezia Giulia,62,2,63,323,386,2662,333,3273,0.0,37,4,167
2020-06-07,Friuli Venezia Giulia,40,4,42,224,266,2793,339,3283,0.0,10,6,131
2020-06-14,Friuli Venezia Giulia,25,3,26,119,144,2850,343,3296,0.0,13,4,57
2020-06-21,Friuli Venezia Giulia,16,1,17,85,99,2883,344,3305,0.0,9,1,33
2020-06-28,Friuli Venezia Giulia,15,0,15,57,72,2925,345,3308,0.0,3,1,42
2020-07-05,Friuli Venezia Giulia,12,0,12,67,73,2927,345,3326,0.0,18,0,-17
2020-07-12,Friuli Venezia Giulia,9,0,9,78,82,2912,345,3335,0.0,9,0,3
2020-07-19,Friuli Venezia Giulia,7,0,7,92,99,2911,345,3352,0.0,17,0,0
2020-07-26,Friuli Venezia Giulia,9,2,11,94,105,2925,345,3375,0.0,23,0,14
2020-08-02,Friuli Venezia Giulia,9,3,12,125,137,2929,345,3411,0.0,36,0,4
2020-08-09,Friuli Venezia Giulia,13,3,16,152,166,2937,346,3449,0.0,38,1,8
2020-08-16,Friuli Venezia Giulia,10,3,13,190,196,2963,348,3507,0.0,58,2,26
2020-08-23,Friuli Venezia Giulia,10,3,12,279,291,3001,348,3640,0.0,133,0,38
2020-08-30,Friuli Venezia Giulia,15,2,16,344,360,3056,348,3764,0.0,124,0,55
2020-09-06,Friuli Venezia Giulia,15,4,19,440,459,3115,349,3923,0.0,159,1,59
2020-09-13,Friuli Venezia Giulia,23,4,25,566,589,3219,349,4157,0.0,234,0,104
2020-09-20,Friuli Venezia Giulia,24,4,26,663,686,3341,350,4377,0.0,220,1,122
2020-09-27,Friuli Venezia Giulia,21,6,27,696,720,3537,351,4608,0.0,231,1,196
2020-10-04,Friuli Venezia Giulia,21,6,27,828,851,3686,353,4890,0.0,282,2,149
2020-10-11,Friuli Venezia Giulia,26,6,32,1296,1323,3834,356,5513,0.0,623,3,148
2020-10-18,Friuli Venezia Giulia,56,14,70,2011,2081,3973,361,6415,0.0,902,5,139
2020-10-25,Friuli Venezia Giulia,112,23,135,2892,3027,4760,374,8161,0.0,1746,13,787
2020-11-01,Friuli Venezia Giulia,180,38,218,5158,5376,5470,398,11244,0.0,3083,24,710
2020-11-08,Friuli Venezia Giulia,301,45,346,7295,7641,6636,451,14728,0.0,3484,53,1166
2020-11-15,Friuli Venezia Giulia,401,47,444,9483,9927,8482,528,18937,0.0,4209,77,1846
2020-11-22,Friuli Venezia Giulia,545,56,601,12450,13051,10961,646,24658,0.0,5721,118,2479
2020-11-29,Friuli Venezia Giulia,620,57,677,13632,14309,14949,817,30075,0.0,5417,171,3988
2020-12-06,Friuli Venezia Giulia,652,62,711,14482,15173,19401,1035,35467,25.0,5392,218,4452
2020-12-13,Friuli Venezia Giulia,665,64,726,14229,14955,24683,1233,40089,39.0,4622,198,5282
2020-12-20,Friuli Venezia Giulia,660,59,718,13370,14088,30500,1429,45191,33.0,5102,196,5817
2020-12-27,Friuli Venezia Giulia,626,58,684,12584,13247,33913,1564,47667,33.0,2476,135,3413
2021-01-03,Friuli Venezia Giulia,658,63,719,11411,12112,37945,1707,51301,56.0,3634,143,4032
2021-01-10,Friuli Venezia Giulia,703,64,767,12138,12890,41450,1898,56233,37.0,4932,191,3505
2021-01-17,Friuli Venezia Giulia,688,69,756,12235,12983,45936,2092,60766,44.0,4533,194,4486
2021-01-24,Friuli Venezia Giulia,693,63,754,11942,12685,50339,2243,64338,30.0,3572,151,4403
2021-01-31,Friuli Venezia Giulia,686,64,748,10825,11573,53807,2394,67534,36.0,3196,151,3468
2021-02-07,Friuli Venezia Giulia,593,65,654,10655,11309,56764,2561,70112,42.0,2578,167,2957
2021-02-14,Friuli Venezia Giulia,527,66,590,10152,10742,59684,2693,72148,27.0,2036,132,2920
2021-02-21,Friuli Venezia Giulia,412,63,475,9284,9759,61925,2764,73963,29.0,1815,71,2241
2021-02-28,Friuli Venezia Giulia,361,62,422,9660,10082,63889,2841,76812,41.0,2849,77,1964
2021-03-07,Friuli Venezia Giulia,447,64,504,11344,11848,65991,2910,80749,33.0,3937,69,2102
2021-03-14,Friuli Venezia Giulia,528,67,595,13746,14341,68796,3010,86147,54.0,5398,100,2805
2021-03-21,Friuli Venezia Giulia,596,81,677,15540,16184,72384,3126,91655,52.0,5508,116,3588
2021-03-28,Friuli Venezia Giulia,662,84,746,16026,16740,77208,3264,96098,58.0,4443,138,4824
2021-04-04,Friuli Venezia Giulia,680,86,766,14740,15506,82381,3376,99517,57.0,3419,112,5173
2021-04-11,Friuli Venezia Giulia,604,86,685,12732,13410,86792,3506,101409,35.0,1892,130,4411
2021-04-18,Friuli Venezia Giulia,523,81,604,10383,10987,90024,3601,103123,44.0,1714,95,3232
2021-04-25,Friuli Venezia Giulia,371,52,423,8972,9395,92472,3664,104437,15.0,1314,63,2448
2021-05-02,Friuli Venezia Giulia,286,37,323,7942,8265,94416,3714,105403,20.0,966,50,1944
2021-05-09,Friuli Venezia Giulia,211,33,243,7044,7287,95953,3741,106085,10.0,682,27,1537
2021-05-16,Friuli Venezia Giulia,147,22,169,6216,6385,97013,3768,106505,8.0,420,27,1060
2021-05-23,Friuli Venezia Giulia,72,15,87,5621,5708,97748,3778,106768,5.0,263,10,735
2021-05-30,Friuli Venezia Giulia,58,10,67,5166,5233,98295,3787,106998,1.0,230,9,547
2021-06-06,Friuli Venezia Giulia,38,5,43,4869,4912,98660,3792,107177,3.0,179,5,365
2021-06-13,Friuli Venezia Giulia,29,4,32,4686,4716,98986,3794,107369,4.0,192,2,326
2021-06-20,Friuli Venezia Giulia,10,4,13,4569,4582,99198,3799,107476,0.0,107,5,212
2021-06-27,Friuli Venezia Giulia,14,1,14,4471,4481,102907,3799,107502,0.0,-565,-12,3709
2021-07-04,Friuli Venezia Giulia,14,0,14,201,215,103021,3789,106996,0.0,85,2,114
2021-07-11,Friuli Venezia Giulia,7,1,8,212,217,103094,3789,107096,1.0,100,0,73
2021-07-18,Friuli Venezia Giulia,9,1,9,239,248,103220,3789,107257,0.0,161,0,126
2021-07-25,Friuli Venezia Giulia,9,2,11,417,428,103356,3789,107573,2.0,316,0,136
2021-08-01,Friuli Venezia Giulia,16,3,19,684,703,103591,3790,108084,2.0,511,1,235
2021-08-08,Friuli Venezia Giulia,23,4,26,878,900,104036,3791,108705,2.0,621,1,445
2021-08-15,Friuli Venezia Giulia,30,5,35,881,914,104619,3792,109312,8.0,607,1,583
2021-08-22,Friuli Venezia Giulia,32,10,41,904,941,105152,3796,109888,8.0,576,4,533
2021-08-29,Friuli Venezia Giulia,46,11,57,1112,1168,105694,3799,110661,8.0,773,3,542
2021-09-05,Friuli Venezia Giulia,53,15,66,1320,1383,106345,3805,111523,16.0,862,6,651
2021-09-12,Friuli Venezia Giulia,51,15,63,1466,1525,107091,3809,112344,3.0,821,4,746
2021-09-19,Friuli Venezia Giulia,48,11,57,1368,1422,107859,3814,112996,8.0,652,5,768
2021-09-26,Friuli Venezia Giulia,50,12,62,1258,1317,108581,3817,113493,4.0,497,3,722
2021-10-03,Friuli Venezia Giulia,45,9,51,1006,1055,109181,3824,113973,4.0,480,7,600
2021-10-10,Friuli Venezia Giulia,43,10,52,888,935,109708,3828,114375,7.0,402,4,527
2021-10-17,Friuli Venezia Giulia,47,9,56,885,929,110150,3832,114886,3.0,511,4,442
2021-10-24,Friuli Venezia Giulia,54,8,61,1200,1261,110588,3846,115695,5.0,809,14,438
2021-10-31,Friuli Venezia Giulia,68,14,82,2067,2149,111224,3856,117229,11.0,1534,10,636
2021-11-07,Friuli Venezia Giulia,115,18,132,2976,3108,112131,3875,119114,12.0,1885,19,907
2021-11-14,Friuli Venezia Giulia,160,20,179,4593,4772,113703,3899,122374,19.0,3260,24,1572
2021-11-21,Friuli Venezia Giulia,215,26,241,5830,6071,116183,3930,126184,18.0,3810,31,2480
2021-11-28,Friuli Venezia Giulia,276,28,303,6758,7061,119371,3968,130400,16.0,4216,38,3188
2021-12-05,Friuli Venezia Giulia,294,28,320,7647,7963,122787,4018,134768,16.0,4368,50,3416
2021-12-12,Friuli Venezia Giulia,305,29,334,7953,8274,126664,4070,139008,16.0,4240,52,3877
